season,season_week,week,week_start_date,year,cases,prec,tavg,mu
2011/2012,25,42,10/15/2011,2011,62,11.7,300.25,1.028734418
2011/2012,26,43,10/22/2011,2011,39,6.2,300.7071429,0.978544699
2011/2012,27,44,10/29/2011,2011,50,3.7,300.0857143,0.997083009
2011/2012,28,45,11/5/2011,2011,29,14.3,300.6357143,0.9563203
2011/2012,29,46,11/12/2011,2011,24,33.2,299.6642857,0.942470106
2011/2012,30,47,11/19/2011,2011,29,51.4,299.3071429,0.935593524
2011/2012,31,48,11/26/2011,2011,17,21.8,298.9428571,0.917263171
2011/2012,32,49,12/3/2011,2011,26,27.4,298.8285714,0.887822586
2011/2012,33,50,12/10/2011,2011,19,50.3,298.5642857,0.89248412
2011/2012,34,51,12/17/2011,2011,19,6.8,297.9857143,0.869324364
2011/2012,35,52,12/24/2011,2011,19,3.8,298.5928571,0.901404243
2011/2012,36,1,1/1/2012,2012,25,10.6,298.2857143,0.875967957
2011/2012,37,2,1/8/2012,2012,21,0.7,298.5642857,0.809706158
2011/2012,38,3,1/15/2012,2012,17,13.3,297.6571429,0.883636751
2011/2012,39,4,1/22/2012,2012,11,6,297.5785714,0.801004779
2011/2012,40,5,1/29/2012,2012,15,9.6,297.5642857,0.908336216
2011/2012,41,6,2/5/2012,2012,10,3.2,298.0714286,0.910956252
2011/2012,42,7,2/12/2012,2012,10,24.5,297.4428571,0.876332623
2011/2012,43,8,2/19/2012,2012,9,0,298.1714286,0.938718663
2011/2012,44,9,2/26/2012,2012,17,10.8,297.75,0.913659449
2011/2012,45,10,3/4/2012,2012,18,5.4,298.1285714,0.963029219
2011/2012,46,11,3/11/2012,2012,18,11.6,297.65,0.962616822
2011/2012,47,12,3/18/2012,2012,12,65.2,297.0857143,0.929268293
2011/2012,48,13,3/25/2012,2012,10,43.8,297.6785714,0.879203395
2011/2012,49,14,4/1/2012,2012,11,1.3,298.7571429,0.897557132
2011/2012,50,15,4/8/2012,2012,11,47.8,298.4785714,0.920649234
2011/2012,51,16,4/15/2012,2012,10,9.6,297.3857143,0.958536585
2011/2012,52,17,4/22/2012,2012,18,12.7,299.2642857,0.975850172
2012/2013,1,18,4/29/2012,2012,8,25.4,298.4642857,0.927631579
2012/2013,2,19,5/6/2012,2012,17,4.32,299.1142857,0.960803059
2012/2013,3,20,5/13/2012,2012,17,14.1,299.1214286,0.968434897
2012/2013,4,21,5/20/2012,2012,22,3.8,299.4857143,0.976295701
2012/2013,5,22,5/27/2012,2012,38,0.1,300.2571429,1.102831595
2012/2013,6,23,6/3/2012,2012,29,0,300.7642857,0.982649842
2012/2013,7,24,6/10/2012,2012,51,1.2,300.9714286,1.157370979
2012/2013,8,25,6/17/2012,2012,44,3.9,300.9428571,1.051195043
2012/2013,9,26,6/24/2012,2012,25,3.2,300.7357143,0.942071047
2012/2013,10,27,7/1/2012,2012,22,28.3,300.4071429,0.937047598
2012/2013,11,28,7/8/2012,2012,41,6.1,300.4142857,0.984706255
2012/2013,12,29,7/15/2012,2012,35,21.9,300.4714286,0.957421804
2012/2013,13,30,7/22/2012,2012,44,0.5,300.9142857,1.002006186
2012/2013,14,31,7/29/2012,2012,35,66.4,300.3428571,0.967907481
2012/2013,15,32,8/5/2012,2012,61,5.8,301.0857143,1.031548304
2012/2013,16,33,8/12/2012,2012,68,17.4,300.8357143,1.044388288
2012/2013,17,34,8/19/2012,2012,73,57.5,300.5357143,1.035626371
2012/2013,18,35,8/26/2012,2012,87,1.5,300.6928571,1.082354735
2012/2013,19,36,9/2/2012,2012,84,1.6,301.1857143,1.038263139
2012/2013,20,37,9/9/2012,2012,86,1.4,301.2071429,1.04773997
2012/2013,21,38,9/16/2012,2012,90,2.7,301.3571429,1.069184297
2012/2013,22,39,9/23/2012,2012,108,4.2,301.0785714,1.092579351
2012/2013,23,40,9/30/2012,2012,133,11.7,300.9428571,1.112846601
2012/2013,24,41,10/7/2012,2012,152,24.5,300.8928571,1.125312766
2012/2013,25,42,10/14/2012,2012,164,29.4,300.85,1.112912798
2012/2013,26,43,10/21/2012,2012,116,4,300.8928571,1.030143198
2012/2013,27,44,10/28/2012,2012,163,7,300.9285714,1.060693684
2012/2013,28,45,11/4/2012,2012,170,14.2,300.5785714,1.056474676
2012/2013,29,46,11/11/2012,2012,189,41.3,300.0642857,1.064742445
2012/2013,30,47,11/18/2012,2012,206,28.2,299.9928571,1.065785541
2012/2013,31,48,11/25/2012,2012,213,9.1,299.7428571,1.063412949
2012/2013,32,49,12/2/2012,2012,236,26.8,298.9357143,1.071423599
2012/2013,33,50,12/9/2012,2012,230,9.3,299.1285714,1.055899881
2012/2013,34,51,12/16/2012,2012,167,7.8,298.6,1.006966351
2012/2013,35,52,12/23/2012,2012,181,0.6,298.7428571,1.005768673
2012/2013,36,1,1/1/2013,2013,223,2.7,299.0142857,1.017884512
2012/2013,37,2,1/8/2013,2013,235,8.5,297.9857143,1.018741929
2012/2013,38,3,1/15/2013,2013,187,8.3,297.85,1.01030106
2012/2013,39,4,1/22/2013,2013,180,7.7,298.25,0.995997247
2012/2013,40,5,1/29/2013,2013,170,15.1,297.7214286,0.990090993
2012/2013,41,6,2/5/2013,2013,153,7.6,298.0285714,0.977702203
2012/2013,42,7,2/12/2013,2013,113,0.3,298.3,0.95775645
2012/2013,43,8,2/19/2013,2013,100,1.5,298.3357143,0.948543857
2012/2013,44,9,2/26/2013,2013,82,4.6,298.4,0.928097406
2012/2013,45,10,3/5/2013,2013,93,13.5,297.1928571,0.924824913
2012/2013,46,11,3/12/2013,2013,66,4.8,297.3571429,0.951577496
2012/2013,47,12,3/19/2013,2013,63,2.55,298.8857143,0.939321287
2012/2013,48,13,3/26/2013,2013,56,64.3,298.1571429,0.903208791
2012/2013,49,14,4/2/2013,2013,46,0.7,299.3285714,0.868707295
2012/2013,50,15,4/9/2013,2013,52,1.4,299.0642857,0.895447412
2012/2013,51,16,4/16/2013,2013,34,19.9,298.0428571,0.873882356
2012/2013,52,17,4/23/2013,2013,25,4.5,298.1928571,0.851206807
